Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Study_Hours_per_Week,Stress_Level (1-10),Sleep_Hours_per_Night,Priority_Level,Priority_Encoded,Performance_Inconsistency,Study_Efficiency,Workload_Balance,Risk_Score,Engagement_Score,Gender_Encoded,Dept_CS,Dept_Engineering,Dept_Mathematics,Extracurricular_Encoded,Grade_Numeric
23,98.3,65.64,58.35,89.1,59.95,59.5,78.95,70.4535,24.7,4,5.3,Low,0,13.227387119155466,2.741381322957199,3.9206349206349205,0,0.8298,1,False,False,False,1,2
24,73.68,65.34,75.69,87.27,80.84,90.6,57.24,71.60000000000001,23.7,4,7.7,Medium,1,12.031281311647565,2.898785425101215,2.724137931034483,1,0.84192,1,False,True,False,1,2
22,89.91,55.2,59.96,95.26,63.98,60.0,60.55,65.12199999999999,14.0,5,6.6,Low,0,16.110180011408936,4.3414666666666655,1.842105263157895,1,0.83077,0,False,False,False,0,1
23,56.36,89.09,83.54,69.77,82.85,52.1,56.04,72.416,29.8,6,7.2,Medium,1,13.341700416363727,2.351168831168831,3.634146341463415,1,0.60446,0,False,False,True,0,2
20,69.8,99.15,74.79,78.21,77.02,35.6,76.02,77.58949999999999,29.3,2,5.2,Medium,1,10.202993188275686,2.560709570957095,4.725806451612903,1,0.62904,1,False,False,False,1,2
20,63.57,55.38,48.74,94.62,71.17,88.3,54.76,62.645,27.9,8,4.8,High,2,18.55519549883536,2.1676470588235297,4.810344827586206,3,0.83409,1,False,False,True,1,1
21,64.58,43.37,58.62,99.54010000000001,83.65,12.3,62.82,63.94,19.7,9,4.3,High,2,22.07008035785099,3.088888888888889,3.7169811320754715,3,0.6288004,0,False,False,False,1,1
20,56.16,88.93,53.29,98.46,70.79,47.400000000000006,72.59,72.657,15.3,3,8.1,Medium,1,17.48467957956336,4.457484662576687,1.6813186813186816,2,0.7045199999999999,0,True,False,False,0,2
18,90.29,77.21,63.42,85.89,91.07,53.7,58.39,69.629,12.8,7,7.6,Low,0,14.066960581447576,5.045579710144928,1.488372093023256,0,0.77553,1,False,True,False,0,1
20,50.609899999999996,97.58,70.96,57.16,86.48,55.5,72.31,74.067,5.4,4,5.5,Medium,1,15.535910658857436,11.572968749999998,0.8307692307692308,3,0.5469697,0,True,False,False,0,2
21,65.63,55.13,70.41,51.16,77.03,65.19999999999999,67.14,64.651,20.8,10,8.2,High,2,10.771718990021974,2.965642201834862,2.2608695652173916,2,0.5971299999999999,0,False,True,False,0,1
23,58.72,44.26,85.27,91.26,93.85,50.6,93.03,81.4695,18.8,4,8.2,Medium,1,21.105364957754226,4.114621212121212,2.0434782608695654,2,0.6930000000000001,0,False,False,True,1,3
20,79.45,69.55,51.35,92.05,91.44,25.7,89.75,74.4315,20.7,1,4.7,Medium,1,17.98816055076227,3.4300230414746546,3.631578947368421,1,0.6836500000000001,0,False,True,False,0,2
22,62.71,45.13,96.79,87.32,76.59,85.7,99.48010000000001,85.901,19.4,5,7.6,Medium,1,22.004921969913916,4.210833333333333,2.255813953488372,2,0.79451,0,False,False,False,1,3
24,62.95,55.71,60.57,64.0,53.42,65.8,76.45,64.666,8.4,6,5.5,High,2,9.055708144590351,6.879361702127659,1.2923076923076924,2,0.64225,0,False,False,False,0,1
22,74.42,47.56,58.01,81.99,78.3,85.8,78.77,69.68599999999999,22.4,5,6.3,Medium,1,15.257041980672398,2.978034188034188,3.0684931506849313,2,0.80862,0,True,False,False,1,1
22,82.63,53.45,81.11,65.81,67.76,27.6,97.33,75.5215,14.0,6,6.2,Low,0,16.72598935788254,5.034766666666667,1.9444444444444444,1,0.5939300000000001,1,False,True,False,1,2
23,56.07,46.37,88.33,72.53,77.01,63.7,69.98,71.79750000000001,17.9,3,7.0,Medium,1,15.381364698881566,3.798809523809525,2.2375,2,0.6494300000000001,1,False,False,True,0,2
19,58.78,97.23,62.71,69.12,82.36,71.39999999999999,77.78,75.77,14.1,2,5.7,Medium,1,13.241614327565957,5.017880794701987,2.1044776119402986,1,0.66702,0,False,False,True,0,2
24,62.36,56.71,84.81,95.68,82.24,38.3,68.95,74.88499999999999,5.5,5,4.4,Medium,1,15.096227012071594,11.520769230769229,1.0185185185185184,3,0.6847000000000001,0,False,False,False,0,2
22,98.69,66.63,93.02,61.71,83.68,81.19999999999999,77.29,78.12100000000001,26.9,6,7.4,Low,0,12.66137946670899,2.8000358422939073,3.202380952380952,0,0.7865099999999998,0,False,False,True,0,2
22,69.86,93.92,86.01,78.88,83.96,0.9990000000000002,54.04,72.0455,8.7,10,8.8,High,2,15.155105410388936,7.427371134020619,0.8877551020408162,4,0.528097,1,False,False,False,1,2
19,79.95,80.64,42.05,68.05,55.46,59.5,89.19,68.094,19.6,6,7.3,Medium,1,18.941963203427463,3.3055339805825237,2.36144578313253,1,0.69055,1,False,False,False,0,1
23,62.08,77.08,89.64,83.15,59.59,61.4,99.26,85.25150000000001,27.1,5,6.7,Medium,1,14.863432645253923,3.033861209964413,3.5194805194805197,1,0.70304,0,False,False,False,0,3
24,74.52,82.33,86.47,78.23,81.53,53.4,53.29,72.5115,10.5,2,4.8,Medium,1,13.231621215860134,6.305347826086956,1.8103448275862069,1,0.69668,1,True,False,False,0,2
22,53.71,89.73,80.16,96.2,70.41,63.0,90.05,85.1355,15.3,1,7.1,Medium,1,10.113463798323503,5.22303680981595,1.888888888888889,1,0.7349300000000001,0,True,False,False,0,3
21,51.74,92.66,85.6,55.08,88.14,16.7,62.09,71.837,14.4,10,7.1,High,2,16.923952847960784,4.66474025974026,1.777777777777778,3,0.42564,0,False,False,False,0,2
23,73.44,78.56,98.77,61.03,56.25,68.5,59.88,72.645,7.2,6,7.1,Medium,1,17.810757142805578,8.859146341463415,0.888888888888889,3,0.66994,0,False,False,False,0,2
24,69.93,93.4,65.87,88.32,59.58,33.6,84.67,76.7645,15.6,1,8.5,Medium,1,14.780963094467152,4.624367469879518,1.6421052631578947,1,0.6638700000000001,0,False,False,False,1,2
22,56.84,72.12,44.03,68.44,77.92,45.2,52.21,57.8065,17.0,1,7.6,High,2,14.24468076160361,3.211472222222222,1.9767441860465118,2,0.57988,0,False,False,True,1,0
22,84.38,56.64,67.65,58.29,75.04,33.3,73.16,65.269,5.7,6,7.9,Low,0,8.405975850548229,9.741641791044776,0.6404494382022472,1,0.5861999999999999,0,False,False,False,1,1
19,99.5201,92.8,42.79,75.17,63.32,47.400000000000006,50.5199,59.616,17.2,1,5.6,Medium,1,19.887286642526174,3.275604395604396,2.606060606060606,2,0.7414403,0,False,False,False,0,0
24,69.78,72.49,57.66,82.61,70.42,62.2,77.72,71.148,7.3,2,5.4,Medium,1,9.400805816524453,8.572048192771083,1.140625,2,0.72638,1,False,True,False,1,2
21,81.23,94.37,75.21,52.24,51.75,83.80000000000001,73.1,72.08899999999998,27.3,1,5.0,Low,0,17.86696196895264,2.5473144876325082,4.55,1,0.7040500000000001,0,False,True,False,0,2
23,98.15,42.41,58.58,64.58,51.85,48.3,95.77,67.0245,21.3,7,7.9,Low,0,20.270181794942047,3.0055829596412558,2.393258426966292,1,0.69767,1,False,True,False,1,1
20,91.58,63.85,81.12,90.47,54.75,32.3,86.01,76.321,6.4,4,7.5,Low,0,15.265094169378713,10.313648648648648,0.7529411764705882,2,0.73352,0,False,True,False,1,2
18,73.18,96.87,89.32,76.01,78.84,48.8,56.3,75.476,25.7,4,5.7,Low,0,15.402920826908122,2.8268164794007493,3.835820895522388,2,0.66998,0,False,False,False,0,2
21,86.87,54.98,65.23,51.77,93.19,68.89999999999999,67.73,65.403,14.0,4,4.7,Low,0,16.31818923778003,4.360200000000001,2.456140350877193,1,0.67439,1,False,True,False,1,1
20,56.41,96.49,94.01,64.1,63.01,34.7,96.58,84.601,10.6,5,8.2,Medium,1,17.637286355899537,7.293189655172414,1.1521739130434783,2,0.5297299999999999,1,False,False,True,0,3
21,75.61,97.23,44.79,81.96,51.7,41.4,86.27,71.197,11.3,9,5.9,Medium,1,22.86427890837583,5.788373983739837,1.6376811594202898,2,0.6788699999999999,0,False,False,True,0,2
24,63.95,92.93,90.41,59.97,85.43,56.3,79.71,80.8085,19.9,5,4.9,Medium,1,13.15334938333199,3.8664354066985647,3.372881355932203,1,0.60063,1,False,True,False,1,3
20,58.06,73.82,89.71,91.37,92.77,29.4,77.95,81.338,7.0,10,4.7,Medium,1,8.62774478064807,10.16725,1.2280701754385965,3,0.6278600000000001,0,True,False,False,1,3
24,71.31,78.82,59.32,83.83,56.91,20.9,69.9,66.93350000000001,6.5,2,8.6,Medium,1,11.77055776078602,8.924466666666667,0.6770833333333334,2,0.61195,0,False,False,True,1,1
20,56.55,92.18,57.92,73.57,69.29,14.0,79.26,70.74950000000001,20.7,8,4.7,High,2,12.630614791054315,3.260345622119816,3.631578947368421,2,0.50593,1,False,False,True,1,2
21,84.95,86.55,58.31,95.78,57.94,35.3,88.58,76.06,29.5,8,5.8,Low,0,17.955875640023795,2.4937704918032786,4.338235294117647,2,0.74387,1,False,True,False,1,2
19,72.81,77.81,88.68,69.59,55.32,4.8,56.38,66.96600000000001,17.1,9,7.2,Medium,1,14.231371332376936,3.699779005524862,2.085365853658537,2,0.51119,1,False,True,False,0,1
21,76.56,98.94,89.9,61.75,82.41,58.3,98.49,87.2815,15.3,4,6.0,Low,0,15.322861025278536,5.3546932515337415,2.185714285714286,1,0.6515799999999999,1,False,False,False,1,3
24,57.32,81.14,59.78,83.07,98.38,17.6,61.97,68.8855,28.7,3,6.4,Medium,1,16.073511439632597,2.319377104377104,3.878378378378378,2,0.55704,0,False,False,True,0,1
21,56.99,98.53,75.56,78.66,83.91,37.7,72.39,77.4615,11.0,10,8.0,Medium,1,10.267543523160738,6.455125,1.2222222222222223,2,0.5987100000000001,1,False,True,False,0,2
20,79.17,43.44,48.34,66.76,99.24,26.9,51.14,55.48283,11.0,6,8.9,High,2,22.683974078630932,4.623569166666667,1.1111111111111112,2,0.58525,1,False,True,False,0,0
18,99.25,48.34,68.13,67.18,71.72,63.0,77.52,67.93849999999999,27.6,1,6.3,Low,0,10.972275060350974,2.3754720279720276,3.7808219178082196,0,0.7554700000000001,1,False,False,False,1,1
20,54.81,67.09,99.3501,69.91,94.89,85.0,69.09,79.9985,21.2,6,5.9,Medium,1,15.681366145907056,3.6035360360360364,3.072463768115942,2,0.69907,1,False,False,True,1,2
22,64.29,63.09,49.53,64.56,60.25,63.3,62.49,59.467,6.3,5,6.0,High,2,6.04615414954002,8.146164383561644,0.9,3,0.6410100000000001,1,False,True,False,1,0
21,93.47,86.96,96.85,85.51,55.9,54.3,99.28,87.57919500000003,21.8,1,5.8,Low,0,17.28585115057977,3.841192763157896,3.2058823529411766,1,0.78535,0,False,False,False,0,3
23,53.61,49.64,89.46,82.57,85.13,66.9,71.41,75.47749999999999,25.5,6,6.4,Medium,1,15.991953289076351,2.848207547169811,3.4459459459459456,2,0.69181,0,False,True,False,1,2
21,93.79,98.57,98.33,72.04,68.57,3.0,70.71,78.39399999999999,11.8,3,5.7,Low,0,15.391805612078135,6.124531249999999,1.7611940298507462,1,0.57853,1,True,False,False,1,2
19,76.21,58.9,50.77,69.89,65.88,12.3,73.16,61.16199999999999,14.6,8,6.3,High,2,8.983081319903542,3.920641025641025,2.0,1,0.5450899999999999,1,True,False,False,1,1
24,70.41,65.74,52.81,68.25,83.56,9.5,55.81,58.875,9.9,3,8.7,High,2,12.128088472632445,5.401376146788991,1.020618556701031,3,0.51273,0,False,True,False,0,0
23,65.48,56.48,41.01,64.17,66.67,9.8,69.65,56.402,20.8,3,5.4,High,2,11.480360621513597,2.5872477064220183,3.25,2,0.48252000000000006,1,False,False,True,0,0
20,64.86,74.76,83.48,54.28,78.63,26.0,66.82,69.43499999999999,21.6,7,7.3,Medium,1,11.438657263857502,3.072345132743362,2.602409638554217,1,0.4897,0,True,False,False,1,1
19,65.29,43.52,78.65,63.41,64.97,53.2,73.26,66.83699999999999,6.7,1,6.4,Medium,1,13.399498871226491,8.680129870129868,0.9054054054054054,2,0.60911,0,False,False,False,1,1
21,94.24,48.98,50.68,66.06,89.19,11.5,92.83,67.269,21.9,10,7.7,Medium,1,20.730833798957534,2.937510917030568,2.5172413793103448,2,0.58146,1,False,True,False,1,1
