<<<<<<< HEAD
Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Study_Hours_per_Week,Stress_Level (1-10),Sleep_Hours_per_Night,Risk_Score,Engagement_Score,Performance_Inconsistency,Study_Efficiency,Workload_Balance,Midterm_Score_Percentile,Final_Score_Percentile,Total_Score_Percentile,Low_Performance_Count,Improvement_Score,Attendance_Efficiency,Stress_Performance_Ratio,Adjusted_Study_Effort,Consistency_Score,Workload_Stress_Index,Dept_CS,Dept_Engineering,Dept_Mathematics,Extracurricular_Encoded,Priority_Encoded
23,86.2,70.0,85.54,67.58,77.77,44.900000000000006,93.14,79.98599999999999,7.9,4,8.2,1,0.66362,10.67066445916092,8.987191011235954,0.8586956521739132,48.35,77.5,86.88,0,15.540000000000006,0.9172706422018347,0.04939125280912751,0.8586956521739132,89.32933554083908,3.4347826086956528,0,0,0,1,0
20,59.3,93.34,87.9,64.57,80.18,82.8,66.17,77.6705,22.9,7,8.6,1,0.68458,12.820478540210583,3.249811715481172,2.3854166666666665,87.52,81.10000000000001,79.16,0,-5.439999999999998,1.288067993366501,0.08897871502024265,2.3854166666666665,87.17952145978941,16.697916666666664,0,0,1,1,1
21,95.48,67.24,97.23,83.43,67.3,21.3,54.02,70.909,26.2,9,6.8,2,0.6840600000000001,16.71992912664405,2.606948529411765,3.358974358974359,43.68,95.63000000000001,46.08,0,29.99000000000001,0.7349606135986734,0.12515818604069032,3.358974358974359,83.28007087335595,30.23076923076923,0,1,0,0,1
18,91.39,56.63,87.73,91.41,50.94,41.4,51.36,66.7105,23.0,5,7.9,1,0.76401,20.209936417515024,2.7796041666666667,2.5842696629213484,26.22,80.7,25.7,0,31.1,0.7220532525165061,0.07384379084484681,2.5842696629213484,79.79006358248498,12.921348314606742,0,0,0,0,0
19,58.18,94.98,64.46,59.6,51.08,52.8,55.5,63.7,27.8,2,6.3,2,0.57134,17.408270448266823,2.211805555555556,3.808219178082192,90.75999999999999,41.64,14.399999999999999,0,-30.52000000000001,1.076377154444069,0.030911901081916538,3.808219178082192,82.59172955173318,7.616438356164384,1,0,0,0,2
18,93.56,63.28,89.29,78.15,94.42,50.5,50.5199,70.56700000000001,27.3,2,6.5,1,0.74478,18.21956093329365,2.493533568904594,3.64,37.03,83.62,44.06,0,26.010000000000005,0.7462669204737733,0.02794584096021909,3.64,81.78043906670635,7.28,1,0,0,1,0
21,63.61,70.2,70.52,68.39,55.13,92.1,66.35,68.44149999999999,24.5,8,6.7,2,0.74069,6.363809393751512,2.6839803921568626,3.1818181818181817,48.74,51.73,33.22,0,0.3199999999999932,1.0593019656399936,0.11520488468711075,3.1818181818181817,93.63619060624849,25.454545454545453,0,0,0,0,2
23,54.04,59.73,56.66,75.29,99.4901,29.3,64.97,65.373,27.5,8,7.4,3,0.55118,17.312129652414228,2.293789473684211,3.273809523809524,31.540000000000003,28.15,19.86,0,-3.0700000000000003,1.1877361918604652,0.12053093878534946,3.2738095238095237,82.68787034758577,26.190476190476193,1,0,0,0,2
20,82.84,79.77,58.18,81.04,58.22,5.699999999999999,55.52,61.4295,9.2,8,7.3,2,0.58978,12.706643144434333,6.0225,1.1084337349397588,64.58,30.8,8.540000000000001,0,-21.589999999999996,0.7326991889312976,0.12814454704907136,1.1084337349397588,87.29335685556566,8.86746987951807,0,0,0,1,1
20,82.69,99.6001,53.43,94.68,83.73,91.6,82.56,80.2355,23.3,5,7.9,1,0.90159,17.93667444098822,3.301872427983539,2.617977528089888,99.51,22.74,87.66000000000001,0,-46.1701,0.958722666985303,0.06154944574724105,2.6179775280898876,82.06332555901179,13.08988764044944,1,0,0,0,0
18,54.75,41.53,48.7,59.61,97.45,21.7,99.4801,68.05599999999998,23.8,2,7.1,2,0.4677899999999999,27.35267512149406,2.744193548387096,2.938271604938272,2.73,14.610000000000001,31.5,2,7.170000000000002,1.2207354260089682,0.028962001853568127,2.9382716049382718,72.64732487850594,5.876543209876544,0,0,0,0,1
22,65.94,93.99,51.07,54.35,68.11,37.9,95.05,72.2395,8.8,10,8.4,4,0.5289200000000001,21.08471673985685,7.371377551020409,0.9361702127659576,88.82,18.459999999999997,53.09,0,-42.919999999999995,1.0791679115625934,0.13653834338027976,0.9361702127659575,78.91528326014316,9.361702127659576,0,0,0,0,2
22,99.5201,40.6099,43.79,81.36,86.72,53.1,62.64,59.3065,27.7,8,7.5,3,0.7833003000000001,21.036845074820512,2.0664285714285717,3.2588235294117647,0.51,6.419999999999999,4.109999999999999,2,3.180099999999996,0.5899964285749815,0.1326556838815053,3.2588235294117647,78.96315492517948,26.070588235294117,0,0,0,0,1
23,83.92,61.85,93.31,69.71,67.54,97.6,88.5,81.2455,5.299,4,8.6,1,0.8233999999999999,13.848092648448016,12.898158437847275,0.5519791666666667,34.97,89.73,90.34,0,31.46,0.9567298634008479,0.04863487971986309,0.5519791666666667,86.15190735155198,2.2079166666666667,1,0,0,1,0
20,86.5,50.12,95.86,58.15,65.25,53.5,96.84,78.4575,15.9,9,7.8,2,0.6526000000000001,21.76411564938948,4.642455621301775,1.8068181818181817,16.14,93.45,82.02000000000001,0,45.74,0.8966571428571428,0.11326809929836705,1.8068181818181817,78.23588435061052,16.261363636363633,0,0,0,0,0
18,60.65,85.44,75.21,55.85,60.09,44.8,95.32,76.841,5.5,10,7.7,4,0.5397500000000001,16.651284334849365,11.821692307692306,0.632183908045977,74.5,59.489999999999995,75.66000000000001,0,-10.230000000000004,1.2464071370640712,0.1284670032502152,0.632183908045977,83.34871566515064,6.32183908045977,0,0,1,0,1
18,53.94,43.04,90.43,77.95,91.05,58.4,94.23,81.05000000000001,18.1,6,8.3,2,0.6488200000000001,21.22172471784516,4.243455497382199,1.946236559139785,4.78,85.69,89.9,1,47.39000000000001,1.4752457226064801,0.07312614259597805,1.946236559139785,78.77827528215484,11.67741935483871,0,0,0,0,1
18,63.85,73.21,51.01,65.02,62.87,97.1,89.32,71.42499999999998,15.3,10,7.3,2,0.7429300000000001,14.187449735593775,4.381901840490796,1.8433734939759037,53.910000000000004,18.44,48.74,0,-22.199999999999996,1.1013878180416343,0.13807386952019335,1.8433734939759034,85.81255026440623,18.433734939759038,0,1,0,0,2
21,62.44,57.7,94.1,99.5401,64.16,81.8,64.65,77.0615,20.6,7,4.9,2,0.8308804000000001,19.2719997795247,3.5676620370370364,3.4915254237288136,28.17,91.05,76.66,0,36.39999999999999,1.2147146910466582,0.08967288612183984,3.4915254237288136,80.72800022047531,24.440677966101696,0,1,0,1,1
23,61.73,48.02,70.38,70.3,99.4901,16.9,54.18,62.43699999999999,24.2,3,4.4,2,0.51709,19.947745005438584,2.47765873015873,4.481481481481481,13.07,51.470000000000006,10.96,1,22.359999999999992,0.9953291885860034,0.04729101313113799,4.481481481481481,80.05225499456142,13.444444444444443,0,0,1,1,2
22,59.64,86.31,44.03,60.61,66.37,80.3,74.39,66.0145,24.2,2,5.6,2,0.66226,15.765256737522543,2.619623015873016,3.666666666666667,75.86,6.78,22.54,1,-42.28,1.088629617414248,0.029844287430332243,3.666666666666667,84.23474326247745,7.333333333333334,0,0,0,1,1
22,78.74,53.05,48.48,81.44,71.14,84.1,52.74,59.4345,23.1,2,8.1,1,0.81428,14.213630781753126,2.466161825726141,2.5384615384615388,20.5,14.280000000000001,4.46,1,-4.57,0.7453536493604214,0.03309367993447451,2.5384615384615388,85.78636921824688,5.0769230769230775,0,1,0,1,1
21,66.41,53.42,58.54,62.21,99.4901,69.1,99.4801,75.3605,7.5,3,4.1,3,0.65537,22.90502468243595,8.865941176470589,1.4705882352941178,21.29,31.580000000000002,69.1,0,5.119999999999997,1.1179424417742176,0.03928732787239476,1.4705882352941178,77.09497531756405,4.411764705882353,0,0,0,1,1
19,91.02,56.5,42.61,74.7,68.47,65.7,67.92,60.840500000000006,15.4,7,4.8,0,0.76896,12.69262975115874,3.7097865853658543,2.655172413793104,25.979999999999997,4.29,7.46,1,-13.89,0.6611660508585091,0.11319442760003556,2.6551724137931036,87.30737024884127,18.58620689655173,0,1,0,0,1
21,59.2,75.21,58.56,74.13,68.31,44.1,97.92,75.453,25.4,8,4.5,2,0.60642,14.500049310260982,2.858068181818182,4.618181818181818,56.87,31.65,69.62,0,-16.64999999999999,1.2533720930232557,0.10463945168927315,4.618181818181818,85.49995068973902,36.945454545454545,1,0,0,0,1
23,73.23,79.58,43.6,72.68,91.39,64.2,88.66,72.686,21.4,4,4.2,2,0.7030100000000001,19.15320390952908,3.244910714285715,4.115384615384615,64.29,6.03,55.52,1,-35.98,0.9791997844537249,0.054284395950384055,4.115384615384615,80.84679609047092,16.46153846153846,1,0,0,0,1
18,50.68,41.06,54.16,89.8,65.6,73.8,70.56,64.58699999999999,22.0,3,8.1,2,0.73264,18.262148833037145,2.8081304347826084,2.417582417582418,1.7999999999999998,23.96,17.4,1,13.099999999999994,1.2497484520123836,0.0457407717992895,2.417582417582418,81.73785116696286,7.252747252747254,0,0,1,1,2
21,74.08,54.51,55.94,60.83,61.69,12.3,55.92,55.48283,10.7,7,5.4,2,0.5024599999999999,3.24533049164488,4.742122222222222,1.6718749999999998,23.13,26.93,0.51,0,1.4299999999999997,0.7389828183271178,0.12393146731493447,1.6718749999999998,96.75466950835512,11.703124999999998,0,0,1,1,2
18,52.79,65.86,99.3501,95.22,71.16,25.7,61.86,76.036,13.1,3,7.6,2,0.61635,17.353957272103674,5.392624113475177,1.5232558139534884,41.42,99.51,72.36,0,33.4901,1.4135712957798847,0.03894283192273742,1.5232558139534884,82.64604272789633,4.569767441860465,0,0,0,1,1
23,98.89,59.92,54.13,89.57,85.03,19.4,83.65,70.524,28.9,8,4.7,2,0.71315,16.195783401861114,2.35866220735786,5.070175438596491,31.830000000000002,23.919999999999998,43.66,0,-5.789999999999999,0.7060166182801081,0.11185056764163077,5.070175438596491,83.80421659813888,40.561403508771924,0,0,1,0,1
24,89.53,93.05,54.35,66.66,52.16,84.1,91.5,74.41499999999999,26.2,4,6.0,1,0.78753,19.722934112347485,2.735845588235294,3.742857142857143,87.12,24.37,64.14,0,-38.699999999999996,0.8219927095990278,0.05303984618444607,3.742857142857143,80.27706588765251,14.971428571428572,0,0,0,1,0
23,74.51,87.26,81.21,59.03,68.7,68.0,98.97,82.207,9.1,8,4.6,4,0.6636500000000001,15.626881646700982,8.139306930693069,1.625,77.79,70.24000000000001,92.2,0,-6.050000000000011,1.0886902397033504,0.09614575696756283,1.625,84.37311835329902,13.0,1,0,0,1,1
20,54.33,77.55,91.56,63.98,67.31,45.1,56.61,70.08850000000001,18.6,2,4.0,1,0.55421,13.553382234704369,3.575943877551021,3.72,60.81999999999999,87.29,41.32,0,14.010000000000005,1.2667359479486717,0.028133945715551736,3.72,86.44661776529563,7.44,1,0,0,0,1
18,79.62,60.28,63.22,66.63,62.24,82.6,57.8,62.5355,17.3,8,7.1,1,0.75318,3.300587826433345,3.41724043715847,2.135802469135802,32.43,39.45,11.28,0,2.9399999999999977,0.7756822128504093,0.12591385918108774,2.1358024691358026,96.69941217356666,17.086419753086417,0,1,0,1,2
22,87.94,82.04,92.54,77.85,82.71,71.7,52.12,74.6105,16.1,8,6.4,2,0.79032,15.15101217740914,4.363187134502923,2.175675675675676,68.47999999999999,88.64,65.18,0,10.5,0.8388857656847313,0.10580541062418579,2.175675675675676,84.84898782259086,17.405405405405407,0,0,0,0,1
21,59.54,90.62,60.41,52.32,64.5,91.4,63.02,66.46950000000001,16.8,10,6.1,2,0.6621,14.452628826618364,3.734241573033709,2.366197183098592,82.89999999999999,34.88,24.8,0,-30.210000000000008,1.0979435084241826,0.14821511942433246,2.366197183098592,85.54737117338163,23.66197183098592,1,0,0,1,2
24,78.41,75.69,51.82,95.72,80.34,7.7,91.05,74.4005,21.1,3,4.4,1,0.6412100000000001,17.148149462842923,3.366538461538461,3.907407407407408,57.60999999999999,19.84,64.03999999999999,0,-23.869999999999997,0.9369160055408638,0.039787534565420654,3.9074074074074074,82.85185053715708,11.722222222222223,1,0,0,1,1
23,90.71,87.07,59.78,54.93,75.22,50.9,59.91,64.285,29.2,2,6.9,0,0.64455,13.39519578057745,2.12864238410596,3.696202531645569,77.36,33.650000000000006,16.189999999999998,0,-27.289999999999992,0.700959546396249,0.030634908478210925,3.6962025316455693,86.60480421942255,7.392405063291138,0,0,0,0,1
18,88.41,84.95,76.56,63.96,60.86,70.7,77.39,74.3145,26.9,7,7.9,0,0.73317,10.043925029588785,2.6636021505376344,3.022471910112359,73.7,62.129999999999995,63.519999999999996,0,-8.39,0.8311654177385079,0.09294358987977083,3.022471910112359,89.95607497041121,21.157303370786515,0,1,0,0,0
24,90.15,74.3,62.03,55.46,63.33,20.7,72.32,64.03549999999998,26.9,9,4.3,1,0.55439,7.770184682489854,2.295179211469533,5.075471698113208,55.21,37.18,15.479999999999999,0,-12.269999999999996,0.7025287986834885,0.13838595843808385,5.0754716981132075,92.22981531751014,45.67924528301887,0,1,0,0,1
19,93.97,58.73,80.37,62.83,58.53,32.7,66.29,65.70150000000001,22.6,10,6.1,1,0.63133,8.988481518031845,2.78396186440678,3.183098591549296,29.68,69.01,21.26,0,21.640000000000008,0.6918132041697379,0.14992166592955178,3.183098591549296,91.01151848196815,31.83098591549296,0,1,0,1,1
20,96.88,84.75,54.22,91.88,52.83,41.900000000000006,80.92,71.70349999999999,5.4,1,5.6,2,0.78386,18.14337757971211,11.203671874999998,0.8181818181818182,73.42,24.16,50.03999999999999,0,-30.53,0.7325653861871679,0.013754496000880289,0.8181818181818182,81.85662242028789,0.8181818181818182,0,1,0,0,0
19,70.28,52.41,82.06,80.76,80.96,79.4,75.12,75.0925,16.0,5,8.5,1,0.7720800000000001,12.511415587374598,4.417205882352941,1.6842105263157894,19.57,71.82,67.82000000000001,0,29.650000000000006,1.053486251402918,0.06570949830798042,1.6842105263157894,87.4885844126254,8.421052631578947,1,0,0,1,0
23,78.44,86.77,60.85,61.37,83.64,49.400000000000006,66.74,68.2895,17.8,3,5.3,0,0.629,12.435333931985904,3.6324202127659575,2.8253968253968256,76.84,35.54,32.550000000000004,0,-25.919999999999995,0.8596362034239678,0.043296603381464724,2.8253968253968256,87.56466606801409,8.476190476190476,0,0,0,0,1
19,89.53,88.27,67.35,93.59,58.3,49.3,84.44,77.74349999999998,26.1,9,8.7,1,0.79085,14.92268910082898,2.8687638376383755,2.6907216494845363,79.28,46.78,79.28,0,-20.92,0.8587595272285429,0.11429514817096016,2.6907216494845363,85.07731089917102,24.216494845360828,0,0,0,1,0
19,84.86,89.33,73.46,90.04,80.77,43.1,64.0,74.7025,28.1,8,8.1,1,0.74404,11.023418253881148,2.5670962199312712,3.087912087912088,80.9,56.65,65.7,0,-15.870000000000005,0.870050081528069,0.10567682705326772,3.087912087912088,88.97658174611885,24.703296703296704,1,0,0,0,1
20,99.5201,68.37,81.17,87.68,99.1,22.9,82.16,79.403,16.3,9,4.5,1,0.7179803,11.144300336943544,4.589768786127168,2.963636363636364,45.519999999999996,70.16,84.74000000000001,0,12.799999999999997,0.7899216176665165,0.11193612178650049,2.963636363636364,88.85569966305646,26.672727272727276,1,0,0,0,0
20,50.68,51.55,54.32,92.38,53.72,92.3,97.86,74.5145,12.5,9,6.4,3,0.79846,23.066975961317517,5.519592592592592,1.689189189189189,18.32,24.32,64.72,0,2.770000000000003,1.441844040247678,0.11918240867647935,1.689189189189189,76.93302403868248,15.202702702702702,1,0,0,1,2
20,67.76,45.98,90.16,80.98,74.52,31.8,86.45,76.56099999999999,13.4,10,7.2,3,0.6226,17.586711460645507,5.31673611111111,1.6341463414634148,10.08,85.21,74.2,1,44.18,1.1134525887143687,0.1289307770657934,1.6341463414634148,82.4132885393545,16.34146341463415,0,0,1,0,1
24,64.05,84.6,83.31,75.07,86.65,56.7,70.92,77.554,19.5,3,7.0,1,0.66253,6.764417935048072,3.783121951219512,2.4375,73.11999999999999,73.78,78.84,0,-1.289999999999992,1.1922213681783245,0.03819028948239427,2.4375,93.23558206495193,7.3125,0,0,0,0,1
20,63.12,93.18,54.05,68.7,52.3,14.9,87.38,69.98349999999999,11.9,7,7.4,2,0.5088600000000001,18.72474886346944,5.425077519379844,1.4166666666666667,87.32,23.76,40.68,0,-39.13000000000001,1.0914457267623205,0.0986144667422711,1.4166666666666667,81.27525113653056,9.916666666666668,0,0,0,1,1
19,61.13,79.05,98.5,61.19,88.91,43.4,90.46,83.86,27.8,5,6.1,1,0.55835,14.3193390210582,2.9118055555555555,3.915492957746479,63.31,97.66,95.39999999999999,0,19.450000000000003,1.3497505230967326,0.05892057506481263,3.915492957746479,85.6806609789418,19.577464788732396,0,0,0,1,1
22,85.46,48.65,79.89,77.87,98.98,90.4,66.29,73.25550000000001,15.5,6,8.5,1,0.8390599999999999,18.541652569283038,4.439727272727273,1.631578947368421,13.94,68.06,58.32000000000001,1,31.240000000000002,0.8472761970853576,0.08080209546767578,1.631578947368421,81.45834743071697,9.789473684210526,0,1,0,1,0
22,54.24,96.09,67.15,94.47,54.42,99.20100000000002,85.26,81.3665,29.8,8,5.4,3,0.838203,18.12479710231262,2.6417694805194807,4.65625,92.84,46.37,90.68,0,-28.939999999999998,1.4729634322954381,0.09712686589815034,4.65625,81.87520289768739,37.25,1,0,0,1,1
20,87.08,99.35,49.45,79.7,91.11,36.2,71.72,71.65700000000001,7.7,10,4.5,3,0.68864,19.266367846586963,8.236436781609198,1.4,98.7,15.85,49.94,1,-49.89999999999999,0.8135445049954588,0.13763298787453374,1.4000000000000001,80.73363215341304,14.0,1,0,0,0,1
24,84.67,66.0,71.99,95.98,68.93,15.4,90.93,77.2365,9.7,8,8.9,2,0.6841300000000001,13.69230185177058,7.21836448598131,0.9797979797979796,41.64,54.39000000000001,77.38000000000001,0,5.989999999999995,0.9015583051243143,0.10225406300128456,0.9797979797979797,86.30769814822942,7.8383838383838365,1,0,0,0,0
21,62.54,75.69,49.89,67.85,57.21,31.4,64.77,60.7255,17.8,7,7.3,1,0.55322,9.9127957711233,3.2300797872340423,2.144578313253012,57.60999999999999,16.619999999999997,7.02,1,-25.799999999999997,0.9557050676739062,0.11340531870944748,2.144578313253012,90.0872042288767,15.012048192771084,0,0,1,1,2
18,62.64,86.63,65.77,84.76,74.66,32.7,96.89,80.31899999999999,26.7,1,7.3,1,0.62506,11.913461713540697,2.8996028880866422,3.2168674698795177,76.52,44.15,87.92,0,-20.86,1.26208359522313,0.01229724910537513,3.2168674698795177,88.0865382864593,3.2168674698795177,0,0,0,1,1
23,81.44,84.18,64.52,82.43,53.58,64.5,78.74,73.3265,13.8,1,8.1,0,0.76754,13.185514779484343,4.954493243243243,1.5164835164835166,72.25,41.83,58.720000000000006,0,-19.66000000000001,0.8894529354682192,0.013454151614834549,1.5164835164835166,86.81448522051565,1.5164835164835166,1,0,0,1,0
24,88.11,98.07,83.2,83.52,76.11,49.6,67.67,78.43050000000001,25.9,6,6.1,0,0.7472099999999999,11.198519098523692,2.915631970260224,3.647887323943662,95.86,73.61999999999999,81.76,0,-14.86999999999999,0.8801537425653687,0.07553773424566129,3.647887323943662,88.80148090147631,21.887323943661972,0,0,1,0,0
21,93.82,46.89,51.54,82.25,50.97,76.8,70.97,62.484,15.6,9,5.9,2,0.8408599999999999,15.32167680118596,3.764096385542168,2.260869565217391,11.31,19.25,11.16,1,4.649999999999999,0.6589748998101667,0.14176800453657615,2.260869565217391,84.67832319881404,20.34782608695652,1,0,0,0,1
23,92.61,74.84,89.31,61.08,86.43,70.1,67.39,75.0805,26.3,8,8.7,1,0.73245,12.081438242196173,2.750201465201465,2.711340206185567,56.24,83.64,67.80000000000001,0,14.469999999999999,0.8020564042303173,0.10515178002247619,2.711340206185567,87.91856175780383,21.690721649484537,0,1,0,1,0
21,98.24,81.52,59.57,57.18,74.4,25.1,57.31,61.58550000000001,11.9,1,5.9,0,0.5987399999999999,11.248152292710122,4.774069767441861,1.7246376811594202,67.47999999999999,33.15,9.0,0,-21.949999999999996,0.6205713422007256,0.01597814190187823,1.7246376811594202,88.75184770728988,1.7246376811594202,0,0,0,0,1
21,79.07,93.41,66.64,98.93,72.95,78.4,53.42,72.75200000000001,16.8,8,4.4,2,0.8681300000000001,18.907253898966925,4.087191011235955,3.111111111111111,87.68,45.57,55.86,0,-26.769999999999996,0.9086049706506808,0.10847163466753443,3.111111111111111,81.09274610103307,24.88888888888889,0,0,1,1,1
22,95.43,92.45,86.34,52.26,59.81,84.7,66.09,73.3345,12.0,5,5.5,1,0.7494299999999999,17.28561106816881,5.641115384615385,1.8461538461538465,86.16,78.55,58.78,0,-6.109999999999999,0.7604946593383802,0.06726351828558744,1.8461538461538463,82.7143889318312,9.230769230769232,1,0,0,0,0
18,90.43,98.68,77.52,73.39,68.06,59.8,72.93,76.8655,10.4,2,8.4,0,0.7442500000000001,11.97482901756848,6.742587719298245,1.1063829787234043,97.35000000000001,63.839999999999996,75.76,0,-21.16000000000001,0.8407032702614021,0.025685316346777457,1.1063829787234043,88.02517098243152,2.2127659574468086,0,0,0,0,0
21,94.73,70.72,58.48,71.25,59.09,92.8,68.09,66.8915,15.5,7,4.5,0,0.84759,6.272641389398888,4.054030303030302,2.8181818181818183,49.830000000000005,31.34,26.619999999999997,0,-12.240000000000002,0.6987516974825028,0.1031056906976573,2.8181818181818183,93.72735861060112,19.727272727272727,0,0,1,0,0
20,50.6099,89.85,63.17,68.0,86.77,78.3,50.7,67.27199999999999,13.4,2,7.6,2,0.6587297,16.46191270782347,4.671666666666666,1.558139534883721,81.78,39.26,28.28,0,-26.679999999999993,1.3034708457098345,0.029294586360440595,1.558139534883721,83.53808729217653,3.116279069767442,0,0,0,1,1
23,98.3,65.64,58.35,89.1,59.95,59.5,78.95,70.4535,24.7,4,5.3,0,0.8298,13.227387119155466,2.741381322957199,3.920634920634921,41.03,31.16,43.2,0,-7.289999999999999,0.7095015105740182,0.05598046281847635,3.9206349206349205,86.77261288084453,15.682539682539684,0,0,0,1,0
24,73.68,65.34,75.69,87.27,80.84,90.6,57.24,71.60000000000001,23.7,4,7.7,1,0.84192,12.031281311647565,2.898785425101215,2.724137931034483,40.58,60.309999999999995,49.62,0,10.349999999999994,0.9587573647562936,0.055096418732782364,2.724137931034483,87.96871868835244,10.896551724137932,0,1,0,1,1
22,89.91,55.2,59.96,95.26,63.98,60.0,60.55,65.12199999999999,14.0,5,6.6,1,0.83077,16.110180011408936,4.3414666666666655,1.842105263157895,24.32,34.07,19.02,0,4.759999999999998,0.7163348366516333,0.07561779740479721,1.842105263157895,83.88981998859106,9.210526315789474,0,0,0,0,0
23,56.36,89.09,83.54,69.77,82.85,52.1,56.04,72.416,29.8,6,7.2,1,0.60446,13.341700416363729,2.351168831168831,3.634146341463415,80.5,74.25,53.959999999999994,0,-5.549999999999997,1.2624825662482566,0.08172605426610004,3.634146341463415,86.65829958363628,21.80487804878049,0,0,1,0,1
20,69.8,99.15,74.79,78.21,77.02,35.6,76.02,77.58949999999999,29.3,2,5.2,1,0.62904,10.202993188275686,2.560709570957095,4.725806451612903,98.41,58.830000000000005,79.02,0,-24.36,1.0958968926553672,0.025448692255326734,4.725806451612903,89.79700681172432,9.451612903225806,0,0,0,1,1
20,63.57,55.38,48.74,94.62,71.17,88.3,54.76,62.645,27.9,8,4.8,3,0.83409,18.55519549883536,2.1676470588235297,4.810344827586206,24.52,14.71,11.74,1,-6.640000000000001,0.9701873935264056,0.12569722680493361,4.810344827586206,81.44480450116464,38.48275862068965,0,0,1,1,2
21,64.58,43.37,58.62,99.5401,83.65,12.3,62.82,63.94,19.7,9,4.3,3,0.6288004,22.07008035785099,3.088888888888889,3.716981132075472,5.37,31.77,15.14,1,15.25,0.9749923757243062,0.13858946720049276,3.7169811320754715,77.929919642149,33.45283018867925,0,0,0,1,2
20,56.16,88.93,53.29,98.46,70.79,47.400000000000006,72.59,72.657,15.3,3,8.1,2,0.7045199999999999,17.48467957956336,4.457484662576687,1.6813186813186816,80.2,22.46,55.279999999999994,0,-35.64000000000001,1.2711161651504548,0.040729326472704566,1.6813186813186816,82.51532042043664,5.043956043956045,1,0,0,0,1
