date,weight,num_of_prev_attempts,studied_credits,module_presentation_length,date_registration,prior_avg_score,avg_weekly_clicks,clicks_trend,active_weeks_ratio,has_vle_activity,assessment_type_enc,code_module_enc,Priority_Label
47,18.0,2,60,240,-47.0,67.0,14.636363636363637,16.9,1.0,1,2,1,High
54,1.0,2,60,240,-47.0,65.0,14.636363636363637,16.9,1.0,1,0,1,High
89,1.0,2,60,240,-47.0,76.66666666666667,14.636363636363637,16.9,1.0,1,0,1,High
18,2.0,0,120,269,-110.0,75.5410139145665,33.7037037037037,-31.884615384615387,1.0,1,0,2,High
32,9.0,0,120,269,-110.0,78.0,33.7037037037037,-31.884615384615387,1.0,1,2,2,Low
67,7.0,0,120,269,-110.0,86.0,33.7037037037037,-31.884615384615387,1.0,1,0,2,High
109,22.0,0,120,269,-110.0,88.33333333333333,33.7037037037037,-31.884615384615387,1.0,1,2,2,Medium
144,8.0,0,120,269,-110.0,81.25,33.7037037037037,-31.884615384615387,1.0,1,0,2,High
158,22.0,0,120,269,-110.0,79.6,33.7037037037037,-31.884615384615387,1.0,1,2,2,Medium
207,22.0,0,120,269,-110.0,77.83333333333333,33.7037037037037,-31.884615384615387,1.0,1,2,2,Medium
214,8.0,0,120,269,-110.0,76.28571428571429,33.7037037037037,-31.884615384615387,1.0,1,0,2,High
19,5.0,0,60,268,-27.0,78.9158371040724,17.352941176470587,-15.818181818181817,1.0,1,2,1,Low
47,18.0,0,60,268,-27.0,90.0,17.352941176470587,-15.818181818181817,1.0,1,2,1,Medium
54,1.0,0,60,268,-27.0,90.0,17.352941176470587,-15.818181818181817,1.0,1,0,1,High
96,18.0,0,60,268,-27.0,93.33333333333333,17.352941176470587,-15.818181818181817,1.0,1,2,1,Medium
96,1.0,0,60,268,-27.0,92.25,17.352941176470587,-15.818181818181817,1.0,1,0,1,High
131,18.0,0,60,268,-27.0,93.8,17.352941176470587,-15.818181818181817,1.0,1,2,1,Medium
131,1.0,0,60,268,-27.0,92.83333333333333,17.352941176470587,-15.818181818181817,1.0,1,0,1,High
166,18.0,0,60,268,-27.0,93.85714285714286,17.352941176470587,-15.818181818181817,1.0,1,2,1,Medium
166,1.0,0,60,268,-27.0,93.0,17.352941176470587,-15.818181818181817,1.0,1,0,1,High
208,18.0,0,60,268,-27.0,93.77777777777777,17.352941176470587,-15.818181818181817,1.0,1,2,1,Medium
208,1.0,0,60,268,-27.0,93.3,17.352941176470587,-15.818181818181817,1.0,1,0,1,High
117,0.0,0,30,241,-25.0,79.5658835546476,10.222222222222221,-9.764705882352942,1.0,1,2,6,Medium
166,0.0,0,30,241,-25.0,60.0,10.222222222222221,-9.764705882352942,1.0,1,2,6,Medium
222,0.0,0,30,241,-25.0,60.0,10.222222222222221,-9.764705882352942,1.0,1,0,6,Low
222,0.0,0,30,241,-25.0,66.66666666666667,10.222222222222221,-9.764705882352942,1.0,1,0,6,High
222,0.0,0,30,241,-25.0,60.0,10.222222222222221,-9.764705882352942,1.0,1,0,6,Medium
222,0.0,0,30,241,-25.0,60.0,10.222222222222221,-9.764705882352942,1.0,1,0,6,Low
222,0.0,0,30,241,-25.0,63.333333333333336,10.222222222222221,-9.764705882352942,1.0,1,0,6,Medium
222,0.0,0,30,241,-25.0,62.857142857142854,10.222222222222221,-9.764705882352942,1.0,1,0,6,Medium
25,10.0,1,60,241,-54.0,69.32531450011035,56.91428571428571,-34.911764705882355,1.0,1,2,3,Low
53,12.5,1,60,241,-54.0,78.0,56.91428571428571,-34.911764705882355,1.0,1,2,3,High
74,17.5,1,60,241,-54.0,84.5,56.91428571428571,-34.911764705882355,1.0,1,2,3,High
116,20.0,1,60,241,-54.0,85.33333333333333,56.91428571428571,-34.911764705882355,1.0,1,2,3,High
158,20.0,1,60,241,-54.0,80.75,56.91428571428571,-34.911764705882355,1.0,1,2,3,High
200,20.0,1,60,241,-54.0,82.4,56.91428571428571,-34.911764705882355,1.0,1,2,3,High
241,100.0,1,60,241,-54.0,79.33333333333333,56.91428571428571,-34.911764705882355,1.0,1,1,3,High
61,0.0,0,30,261,-64.0,80.26424609178014,22.967741935483872,-22.7,1.0,1,2,6,Low
124,0.0,0,30,261,-64.0,80.0,22.967741935483872,-22.7,1.0,1,2,6,Low
173,0.0,0,30,261,-64.0,80.0,22.967741935483872,-22.7,1.0,1,2,6,Low
229,0.0,0,30,261,-64.0,80.0,22.967741935483872,-22.7,1.0,1,0,6,Low
229,0.0,0,30,261,-64.0,80.0,22.967741935483872,-22.7,1.0,1,0,6,Low
229,0.0,0,30,261,-64.0,84.0,22.967741935483872,-22.7,1.0,1,0,6,Low
229,0.0,0,30,261,-64.0,86.66666666666667,22.967741935483872,-22.7,1.0,1,0,6,Low
229,0.0,0,30,261,-64.0,88.57142857142857,22.967741935483872,-22.7,1.0,1,0,6,Low
229,0.0,0,30,261,-64.0,87.5,22.967741935483872,-22.7,1.0,1,0,6,Low
19,10.0,0,60,269,-18.0,68.5986798679868,15.121212121212121,-13.53125,1.0,1,2,0,High
54,20.0,0,60,269,-18.0,41.0,15.121212121212121,-13.53125,1.0,1,2,0,High
117,20.0,0,60,269,-18.0,39.5,15.121212121212121,-13.53125,1.0,1,2,0,High
166,20.0,0,60,269,-18.0,43.666666666666664,15.121212121212121,-13.53125,1.0,1,2,0,High
215,30.0,0,60,269,-18.0,46.5,15.121212121212121,-13.53125,1.0,1,2,0,High
19,5.0,0,120,240,-73.0,79.09537366548042,75.3529411764706,-75.57575757575758,1.0,1,2,1,High
47,18.0,0,120,240,-73.0,59.0,75.3529411764706,-75.57575757575758,1.0,1,2,1,Medium
54,1.0,0,120,240,-73.0,59.5,75.3529411764706,-75.57575757575758,1.0,1,0,1,High
89,18.0,0,120,240,-73.0,73.0,75.3529411764706,-75.57575757575758,1.0,1,2,1,Medium
89,1.0,0,120,240,-73.0,70.5,75.3529411764706,-75.57575757575758,1.0,1,0,1,High
124,18.0,0,120,240,-73.0,76.4,75.3529411764706,-75.57575757575758,1.0,1,2,1,Medium
124,1.0,0,120,240,-73.0,72.5,75.3529411764706,-75.57575757575758,1.0,1,0,1,High
159,18.0,0,120,240,-73.0,76.42857142857143,75.3529411764706,-75.57575757575758,1.0,1,2,1,Medium
159,1.0,0,120,240,-73.0,74.5,75.3529411764706,-75.57575757575758,1.0,1,0,1,High
187,18.0,0,120,240,-73.0,77.33333333333333,75.3529411764706,-75.57575757575758,1.0,1,2,1,Medium
187,1.0,0,120,240,-73.0,75.1,75.3529411764706,-75.57575757575758,1.0,1,0,1,High
33,16.0,0,60,241,-47.0,79.74578177727784,58.416666666666664,-23.057142857142857,1.0,1,2,4,Medium
68,28.0,0,60,241,-47.0,97.0,58.416666666666664,-23.057142857142857,1.0,1,2,4,Medium
117,28.0,0,60,241,-47.0,92.0,58.416666666666664,-23.057142857142857,1.0,1,2,4,Medium
152,28.0,0,60,241,-47.0,86.33333333333333,58.416666666666664,-23.057142857142857,1.0,1,2,4,Medium
18,2.0,0,60,269,-114.0,75.5410139145665,83.08333333333333,-88.45454545454545,1.0,1,0,2,High
20,5.0,2,150,262,-68.0,72.63423627854205,8.071428571428571,-7.615384615384615,1.0,1,2,3,Low
41,10.0,2,150,262,-68.0,80.0,8.071428571428571,-7.615384615384615,1.0,1,2,3,High
40,18.0,2,60,234,-139.0,78.9669206094627,13.0,0.0,1.0,1,2,1,High
47,1.0,2,60,234,-139.0,73.0,13.0,0.0,1.0,1,0,1,High
61,0.0,0,30,261,-37.0,80.26424609178014,23.818181818181817,-21.46875,1.0,1,2,6,Medium
124,0.0,0,30,261,-37.0,66.0,23.818181818181817,-21.46875,1.0,1,2,6,Medium
173,0.0,0,30,261,-37.0,59.5,23.818181818181817,-21.46875,1.0,1,2,6,Medium
229,0.0,0,30,261,-37.0,64.0,23.818181818181817,-21.46875,1.0,1,0,6,Low
229,0.0,0,30,261,-37.0,73.0,23.818181818181817,-21.46875,1.0,1,0,6,Low
229,0.0,0,30,261,-37.0,78.4,23.818181818181817,-21.46875,1.0,1,0,6,Low
229,0.0,0,30,261,-37.0,82.0,23.818181818181817,-21.46875,1.0,1,0,6,Low
229,0.0,0,30,261,-37.0,84.57142857142857,23.818181818181817,-21.46875,1.0,1,0,6,Low
229,0.0,0,30,261,-37.0,86.5,23.818181818181817,-21.46875,1.0,1,0,6,Low
19,10.0,0,60,269,-38.0,68.5986798679868,63.51428571428571,-64.3529411764706,1.0,1,2,0,Low
54,20.0,0,60,269,-38.0,87.0,63.51428571428571,-64.3529411764706,1.0,1,2,0,Medium
117,20.0,0,60,269,-38.0,85.0,63.51428571428571,-64.3529411764706,1.0,1,2,0,Medium
166,20.0,0,60,269,-38.0,85.0,63.51428571428571,-64.3529411764706,1.0,1,2,0,Medium
215,30.0,0,60,269,-38.0,85.75,63.51428571428571,-64.3529411764706,1.0,1,2,0,Medium
24,12.5,0,90,241,-25.0,76.67992145311733,400.13157894736844,-406.8378378378378,1.0,1,2,5,Low
52,12.5,0,90,241,-25.0,84.0,400.13157894736844,-406.8378378378378,1.0,1,2,5,Low
87,25.0,0,90,241,-25.0,84.0,400.13157894736844,-406.8378378378378,1.0,1,2,5,Medium
129,25.0,0,90,241,-25.0,82.0,400.13157894736844,-406.8378378378378,1.0,1,2,5,Medium
171,25.0,0,90,241,-25.0,78.5,400.13157894736844,-406.8378378378378,1.0,1,2,5,Medium
227,0.0,0,90,241,-25.0,80.4,400.13157894736844,-406.8378378378378,1.0,1,0,5,Low
227,0.0,0,90,241,-25.0,83.33333333333333,400.13157894736844,-406.8378378378378,1.0,1,0,5,Low
227,0.0,0,90,241,-25.0,85.57142857142857,400.13157894736844,-406.8378378378378,1.0,1,0,5,Low
227,0.0,0,90,241,-25.0,86.75,400.13157894736844,-406.8378378378378,1.0,1,0,5,Low
227,0.0,0,90,241,-25.0,88.0,400.13157894736844,-406.8378378378378,1.0,1,0,5,Low
227,0.0,0,90,241,-25.0,88.9,400.13157894736844,-406.8378378378378,1.0,1,0,5,Low
227,0.0,0,90,241,-25.0,89.0909090909091,400.13157894736844,-406.8378378378378,1.0,1,0,5,Low
19,12.5,2,60,268,-47.0,77.1392654670939,95.6,23.0,1.0,1,2,5,Low
19,0.0,1,60,262,-92.0,65.73817247904839,70.02857142857142,-67.97058823529412,1.0,1,2,1,High
54,10.0,1,60,262,-92.0,1.0,70.02857142857142,-67.97058823529412,1.0,1,2,1,Medium
110,20.0,1,60,262,-92.0,30.5,70.02857142857142,-67.97058823529412,1.0,1,2,1,Medium
152,35.0,1,60,262,-92.0,44.333333333333336,70.02857142857142,-67.97058823529412,1.0,1,2,1,Medium
201,35.0,1,60,262,-92.0,48.75,70.02857142857142,-67.97058823529412,1.0,1,2,1,Medium
19,0.0,0,90,262,-101.0,65.73817247904839,13.125,-11.866666666666667,1.0,1,2,1,Low
54,10.0,0,90,262,-101.0,100.0,13.125,-11.866666666666667,1.0,1,2,1,High
110,20.0,0,90,262,-101.0,80.5,13.125,-11.866666666666667,1.0,1,2,1,High
18,2.0,0,120,269,-156.0,75.5410139145665,47.35897435897436,-41.421052631578945,1.0,1,0,2,High
32,9.0,0,120,269,-156.0,89.0,47.35897435897436,-41.421052631578945,1.0,1,2,2,Low
67,7.0,0,120,269,-156.0,89.5,47.35897435897436,-41.421052631578945,1.0,1,0,2,High
109,22.0,0,120,269,-156.0,93.0,47.35897435897436,-41.421052631578945,1.0,1,2,2,Medium
144,8.0,0,120,269,-156.0,93.5,47.35897435897436,-41.421052631578945,1.0,1,0,2,High
158,22.0,0,120,269,-156.0,94.4,47.35897435897436,-41.421052631578945,1.0,1,2,2,Medium
207,22.0,0,120,269,-156.0,94.0,47.35897435897436,-41.421052631578945,1.0,1,2,2,Medium
214,8.0,0,120,269,-156.0,92.57142857142857,47.35897435897436,-41.421052631578945,1.0,1,0,2,High
24,12.5,0,120,241,-65.0,76.67992145311733,119.9090909090909,431.7142857142857,1.0,1,2,5,Medium
52,12.5,0,120,241,-65.0,52.0,119.9090909090909,431.7142857142857,1.0,1,2,5,High
87,25.0,0,120,241,-65.0,50.0,119.9090909090909,431.7142857142857,1.0,1,2,5,High
129,25.0,0,120,241,-65.0,38.666666666666664,119.9090909090909,431.7142857142857,1.0,1,2,5,High
171,25.0,0,120,241,-65.0,37.75,119.9090909090909,431.7142857142857,1.0,1,2,5,High
227,0.0,0,120,241,-65.0,40.4,119.9090909090909,431.7142857142857,1.0,1,0,5,Medium
227,0.0,0,120,241,-65.0,45.166666666666664,119.9090909090909,431.7142857142857,1.0,1,0,5,Medium
227,0.0,0,120,241,-65.0,48.285714285714285,119.9090909090909,431.7142857142857,1.0,1,0,5,Medium
227,0.0,0,120,241,-65.0,48.875,119.9090909090909,431.7142857142857,1.0,1,0,5,Medium
227,0.0,0,120,241,-65.0,50.77777777777778,119.9090909090909,431.7142857142857,1.0,1,0,5,Medium
227,0.0,0,120,241,-65.0,52.3,119.9090909090909,431.7142857142857,1.0,1,0,5,High
227,0.0,0,120,241,-65.0,51.36363636363637,119.9090909090909,431.7142857142857,1.0,1,0,5,Medium
25,10.0,0,60,261,-74.0,69.59447527749748,22.77777777777778,-22.0,1.0,1,2,3,High
53,12.5,0,60,261,-74.0,48.0,22.77777777777778,-22.0,1.0,1,2,3,High
88,17.5,0,60,261,-74.0,53.0,22.77777777777778,-22.0,1.0,1,2,3,High
123,20.0,0,60,261,-74.0,52.666666666666664,22.77777777777778,-22.0,1.0,1,2,3,High
20,5.0,1,60,262,-131.0,72.63423627854205,9.090909090909092,20.8,1.0,1,2,3,Low
41,10.0,1,60,262,-131.0,80.0,9.090909090909092,20.8,1.0,1,2,3,Medium
62,10.0,1,60,262,-131.0,72.5,9.090909090909092,20.8,1.0,1,2,3,High
111,25.0,1,60,262,-131.0,62.666666666666664,9.090909090909092,20.8,1.0,1,2,3,High
24,12.5,0,60,241,-24.0,76.67992145311733,85.16,-86.625,1.0,1,2,5,Medium
52,12.5,0,60,241,-24.0,64.0,85.16,-86.625,1.0,1,2,5,Low
87,25.0,0,60,241,-24.0,71.0,85.16,-86.625,1.0,1,2,5,Medium
129,25.0,0,60,241,-24.0,68.33333333333333,85.16,-86.625,1.0,1,2,5,Medium
171,25.0,0,60,241,-24.0,69.25,85.16,-86.625,1.0,1,2,5,High
227,0.0,0,60,241,-24.0,71.0,85.16,-86.625,1.0,1,0,5,Low
227,0.0,0,60,241,-24.0,75.33333333333333,85.16,-86.625,1.0,1,0,5,Low
227,0.0,0,60,241,-24.0,78.57142857142857,85.16,-86.625,1.0,1,0,5,Low
227,0.0,0,60,241,-24.0,79.875,85.16,-86.625,1.0,1,0,5,Low
227,0.0,0,60,241,-24.0,80.55555555555556,85.16,-86.625,1.0,1,0,5,Low
227,0.0,0,60,241,-24.0,81.1,85.16,-86.625,1.0,1,0,5,High
227,0.0,0,60,241,-24.0,82.27272727272727,85.16,-86.625,1.0,1,0,5,Low
19,5.0,0,120,268,-43.0,78.9158371040724,13.071428571428571,-3.185185185185185,1.0,1,2,1,Medium
47,18.0,0,120,268,-43.0,61.0,13.071428571428571,-3.185185185185185,1.0,1,2,1,Medium
54,1.0,0,120,268,-43.0,63.0,13.071428571428571,-3.185185185185185,1.0,1,0,1,High
96,18.0,0,120,268,-43.0,68.66666666666667,13.071428571428571,-3.185185185185185,1.0,1,2,1,Medium
96,1.0,0,120,268,-43.0,66.75,13.071428571428571,-3.185185185185185,1.0,1,0,1,High
131,18.0,0,120,268,-43.0,73.4,13.071428571428571,-3.185185185185185,1.0,1,2,1,High
131,1.0,0,120,268,-43.0,69.16666666666667,13.071428571428571,-3.185185185185185,1.0,1,0,1,High
166,18.0,0,120,268,-43.0,73.57142857142857,13.071428571428571,-3.185185185185185,1.0,1,2,1,Medium
166,1.0,0,120,268,-43.0,72.75,13.071428571428571,-3.185185185185185,1.0,1,0,1,High
208,18.0,0,120,268,-43.0,75.77777777777777,13.071428571428571,-3.185185185185185,1.0,1,2,1,Medium
208,1.0,0,120,268,-43.0,73.7,13.071428571428571,-3.185185185185185,1.0,1,0,1,High
33,16.0,0,150,241,-23.0,79.74578177727784,24.043478260869566,21.90909090909091,1.0,1,2,4,Medium
68,28.0,0,150,241,-23.0,65.0,24.043478260869566,21.90909090909091,1.0,1,2,4,High
117,28.0,0,150,241,-23.0,61.5,24.043478260869566,21.90909090909091,1.0,1,2,4,High
19,5.0,2,120,240,-58.0,79.09537366548042,23.153846153846153,-11.0,1.0,1,2,1,Medium
47,18.0,2,120,240,-58.0,73.0,23.153846153846153,-11.0,1.0,1,2,1,High
54,1.0,2,120,240,-58.0,70.0,23.153846153846153,-11.0,1.0,1,0,1,High
89,18.0,2,120,240,-58.0,80.0,23.153846153846153,-11.0,1.0,1,2,1,Medium
89,1.0,2,120,240,-58.0,73.75,23.153846153846153,-11.0,1.0,1,0,1,High
124,1.0,2,120,240,-58.0,71.0,23.153846153846153,-11.0,1.0,1,0,1,High
12,5.0,4,120,234,-191.0,78.9669206094627,15.666666666666666,9.5,1.0,1,2,1,Medium
40,18.0,4,120,234,-191.0,73.0,15.666666666666666,9.5,1.0,1,2,1,Medium
47,1.0,4,120,234,-191.0,70.0,15.666666666666666,9.5,1.0,1,0,1,Low
82,18.0,4,120,234,-191.0,80.0,15.666666666666666,9.5,1.0,1,2,1,Medium
82,1.0,4,120,234,-191.0,73.75,15.666666666666666,9.5,1.0,1,0,1,Medium
117,1.0,4,120,234,-191.0,71.0,15.666666666666666,9.5,1.0,1,0,1,Medium
25,10.0,0,60,261,-134.0,69.59447527749748,38.714285714285715,-39.6,1.0,1,2,3,High
53,12.5,0,60,261,-134.0,75.0,38.714285714285715,-39.6,1.0,1,2,3,Medium
88,17.5,0,60,261,-134.0,74.0,38.714285714285715,-39.6,1.0,1,2,3,Medium
123,20.0,0,60,261,-134.0,79.33333333333333,38.714285714285715,-39.6,1.0,1,2,3,High
25,10.0,0,70,261,-190.0,69.59447527749748,23.607142857142858,-11.0,1.0,1,2,3,Medium
53,12.5,0,70,261,-190.0,58.0,23.607142857142858,-11.0,1.0,1,2,3,Medium
88,17.5,0,70,261,-190.0,57.5,23.607142857142858,-11.0,1.0,1,2,3,High
123,20.0,0,70,261,-190.0,54.666666666666664,23.607142857142858,-11.0,1.0,1,2,3,High
165,20.0,0,70,261,-190.0,53.25,23.607142857142858,-11.0,1.0,1,2,3,Medium
207,20.0,0,70,261,-190.0,56.4,23.607142857142858,-11.0,1.0,1,2,3,High
261,100.0,0,70,261,-190.0,51.0,23.607142857142858,-11.0,1.0,1,1,3,High
19,10.0,0,60,269,-130.0,68.5986798679868,37.857142857142854,-37.75609756097561,1.0,1,2,0,Low
54,20.0,0,60,269,-130.0,78.0,37.857142857142854,-37.75609756097561,1.0,1,2,0,High
117,20.0,0,60,269,-130.0,79.5,37.857142857142854,-37.75609756097561,1.0,1,2,0,Medium
166,20.0,0,60,269,-130.0,76.66666666666667,37.857142857142854,-37.75609756097561,1.0,1,2,0,Medium
215,30.0,0,60,269,-130.0,78.0,37.857142857142854,-37.75609756097561,1.0,1,2,0,Medium
19,10.0,0,60,268,-53.0,69.4316370324954,42.205882352941174,-42.45454545454545,1.0,1,2,0,High
54,20.0,0,60,268,-53.0,70.0,42.205882352941174,-42.45454545454545,1.0,1,2,0,Medium
117,20.0,0,60,268,-53.0,69.0,42.205882352941174,-42.45454545454545,1.0,1,2,0,High
166,20.0,0,60,268,-53.0,69.33333333333333,42.205882352941174,-42.45454545454545,1.0,1,2,0,Medium
215,30.0,0,60,268,-53.0,68.0,42.205882352941174,-42.45454545454545,1.0,1,2,0,Medium
18,2.0,0,30,241,-37.0,71.02033546088764,21.866666666666667,-22.357142857142858,1.0,1,0,2,High
67,7.0,0,30,241,-37.0,30.0,21.866666666666667,-22.357142857142858,1.0,1,0,2,High
18,2.0,0,60,269,-29.0,75.5410139145665,20.15625,5.0,1.0,1,0,2,High
67,7.0,0,60,269,-29.0,89.0,20.15625,5.0,1.0,1,0,2,High
144,8.0,0,60,269,-29.0,74.5,20.15625,5.0,1.0,1,0,2,High
214,8.0,0,60,269,-29.0,67.66666666666667,20.15625,5.0,1.0,1,0,2,High
24,12.5,0,60,241,-120.0,76.67992145311733,23.2,-14.666666666666668,1.0,1,2,5,Low
52,12.5,0,60,241,-120.0,80.0,23.2,-14.666666666666668,1.0,1,2,5,Medium
24,12.5,0,120,241,-136.0,76.67992145311733,96.2,-60.94117647058823,1.0,1,2,5,Low
52,12.5,0,120,241,-136.0,86.0,96.2,-60.94117647058823,1.0,1,2,5,Low
87,25.0,0,120,241,-136.0,85.0,96.2,-60.94117647058823,1.0,1,2,5,Medium
129,25.0,0,120,241,-136.0,85.66666666666667,96.2,-60.94117647058823,1.0,1,2,5,High
171,25.0,0,120,241,-136.0,87.25,96.2,-60.94117647058823,1.0,1,2,5,High
227,0.0,0,120,241,-136.0,87.8,96.2,-60.94117647058823,1.0,1,0,5,Low
227,0.0,0,120,241,-136.0,85.66666666666667,96.2,-60.94117647058823,1.0,1,0,5,Medium
227,0.0,0,120,241,-136.0,83.28571428571429,96.2,-60.94117647058823,1.0,1,0,5,Medium
227,0.0,0,120,241,-136.0,79.375,96.2,-60.94117647058823,1.0,1,0,5,Medium
227,0.0,0,120,241,-136.0,76.44444444444444,96.2,-60.94117647058823,1.0,1,0,5,High
227,0.0,0,120,241,-136.0,73.5,96.2,-60.94117647058823,1.0,1,0,5,Medium
227,0.0,0,120,241,-136.0,72.18181818181819,96.2,-60.94117647058823,1.0,1,0,5,Medium
18,2.0,0,60,269,-50.0,75.5410139145665,15.0,-15.166666666666668,1.0,1,0,2,High
32,9.0,0,60,269,-50.0,67.0,15.0,-15.166666666666668,1.0,1,2,2,Medium
19,5.0,0,120,240,-24.0,79.09537366548042,59.8125,-54.516129032258064,1.0,1,2,1,Medium
47,18.0,0,120,240,-24.0,60.0,59.8125,-54.516129032258064,1.0,1,2,1,High
54,1.0,0,120,240,-24.0,57.5,59.8125,-54.516129032258064,1.0,1,0,1,High
89,18.0,0,120,240,-24.0,71.66666666666667,59.8125,-54.516129032258064,1.0,1,2,1,Medium
89,1.0,0,120,240,-24.0,71.25,59.8125,-54.516129032258064,1.0,1,0,1,High
124,18.0,0,120,240,-24.0,77.0,59.8125,-54.516129032258064,1.0,1,2,1,Medium
124,1.0,0,120,240,-24.0,76.16666666666667,59.8125,-54.516129032258064,1.0,1,0,1,High
159,18.0,0,120,240,-24.0,73.85714285714286,59.8125,-54.516129032258064,1.0,1,2,1,High
159,1.0,0,120,240,-24.0,72.375,59.8125,-54.516129032258064,1.0,1,0,1,High
19,12.5,0,60,268,-31.0,77.1392654670939,210.47619047619048,-211.5121951219512,1.0,1,2,5,Low
47,12.5,0,60,268,-31.0,94.0,210.47619047619048,-211.5121951219512,1.0,1,2,5,Low
96,25.0,0,60,268,-31.0,93.0,210.47619047619048,-211.5121951219512,1.0,1,2,5,Medium
131,25.0,0,60,268,-31.0,93.33333333333333,210.47619047619048,-211.5121951219512,1.0,1,2,5,Medium
173,25.0,0,60,268,-31.0,94.0,210.47619047619048,-211.5121951219512,1.0,1,2,5,Medium
236,0.0,0,60,268,-31.0,94.6,210.47619047619048,-211.5121951219512,1.0,1,0,5,Low
236,0.0,0,60,268,-31.0,93.33333333333333,210.47619047619048,-211.5121951219512,1.0,1,0,5,Low
236,0.0,0,60,268,-31.0,92.85714285714286,210.47619047619048,-211.5121951219512,1.0,1,0,5,Low
236,0.0,0,60,268,-31.0,92.125,210.47619047619048,-211.5121951219512,1.0,1,0,5,Low
236,0.0,0,60,268,-31.0,92.55555555555556,210.47619047619048,-211.5121951219512,1.0,1,0,5,Low
236,0.0,0,60,268,-31.0,92.8,210.47619047619048,-211.5121951219512,1.0,1,0,5,Low
236,0.0,0,60,268,-31.0,92.63636363636364,210.47619047619048,-211.5121951219512,1.0,1,0,5,Low
18,2.0,0,150,269,-135.0,75.5410139145665,36.55555555555556,53.375,1.0,1,0,2,High
32,9.0,0,150,269,-135.0,0.0,36.55555555555556,53.375,1.0,1,2,2,High
25,10.0,0,60,261,-96.0,69.59447527749748,28.033333333333335,104.44827586206897,1.0,1,2,3,Low
53,12.5,0,60,261,-96.0,75.0,28.033333333333335,104.44827586206897,1.0,1,2,3,Low
88,17.5,0,60,261,-96.0,77.0,28.033333333333335,104.44827586206897,1.0,1,2,3,Medium
123,20.0,0,60,261,-96.0,82.33333333333333,28.033333333333335,104.44827586206897,1.0,1,2,3,High
165,20.0,0,60,261,-96.0,76.25,28.033333333333335,104.44827586206897,1.0,1,2,3,Medium
207,20.0,0,60,261,-96.0,78.2,28.033333333333335,104.44827586206897,1.0,1,2,3,Medium
261,100.0,0,60,261,-96.0,76.16666666666667,28.033333333333335,104.44827586206897,1.0,1,1,3,Medium
18,2.0,0,30,269,-14.0,75.5410139145665,31.384615384615383,-26.4,1.0,1,0,2,High
67,7.0,0,30,269,-14.0,100.0,31.384615384615383,-26.4,1.0,1,0,2,High
109,22.0,0,30,269,-14.0,94.5,31.384615384615383,-26.4,1.0,1,2,2,High
144,8.0,0,30,269,-14.0,93.0,31.384615384615383,-26.4,1.0,1,0,2,High
158,22.0,0,30,269,-14.0,93.5,31.384615384615383,-26.4,1.0,1,2,2,High
207,22.0,0,30,269,-14.0,86.0,31.384615384615383,-26.4,1.0,1,2,2,High
214,8.0,0,30,269,-14.0,80.66666666666667,31.384615384615383,-26.4,1.0,1,0,2,High
18,2.0,0,30,269,-24.0,75.5410139145665,166.33333333333334,-163.21951219512195,1.0,1,0,2,High
32,9.0,0,30,269,-24.0,67.0,166.33333333333334,-163.21951219512195,1.0,1,2,2,Low
67,7.0,0,30,269,-24.0,78.5,166.33333333333334,-163.21951219512195,1.0,1,0,2,High
